Welcome
SampleRate (Hz): Base: A0 0 27.5Hz, to A0, 4096Hz 0x1000
Base: F♯3 33 184.997Hz, to D2, 1625.5Hz 0x65a
Base: F♯3 33 184.997Hz, to D♯2, 1722.16Hz 0x6ba
Base: F♯3 33 184.997Hz, to E2, 1824.56Hz 0x721
Base: F♯3 33 184.997Hz, to F2, 1933.06Hz 0x78d
Base: F♯3 33 184.997Hz, to F♯2, 2048Hz 0x800
Base: F♯3 33 184.997Hz, to G2, 2169.78Hz 0x87a
Base: F♯3 33 184.997Hz, to G♯2, 2298.8Hz 0x8fb
Base: F♯3 33 184.997Hz, to A2, 2435.5Hz 0x983
Base: F♯3 33 184.997Hz, to A♯2, 2580.32Hz 0xa14
Base: F♯3 33 184.997Hz, to B2, 2733.76Hz 0xaae
Base: F♯3 33 184.997Hz, to C3, 2896.32Hz 0xb50
Base: F♯3 33 184.997Hz, to C♯3, 3068.53Hz 0xbfd
Base: F♯3 33 184.997Hz, to D3, 3250.99Hz 0xcb3
Base: F♯3 33 184.997Hz, to D♯3, 3444.3Hz 0xd74
Base: F♯3 33 184.997Hz, to E3, 3649.13Hz 0xe41
Base: F♯3 33 184.997Hz, to F3, 3866.11Hz 0xf1a
Base: F♯3 33 184.997Hz, to F♯3, 4096Hz 0x1000
Base: F♯3 33 184.997Hz, to G3, 4339.57Hz 0x10f4
Base: F♯3 33 184.997Hz, to G♯3, 4597.6Hz 0x11f6
Base: F♯3 33 184.997Hz, to A3, 4871Hz 0x1307
Base: F♯3 33 184.997Hz, to A♯3, 5160.65Hz 0x1429
Base: F♯3 33 184.997Hz, to B3, 5467.52Hz 0x155c
Base: F♯3 33 184.997Hz, to C4, 5792.64Hz 0x16a1
Base: F♯3 33 184.997Hz, to C♯4, 6137.08Hz 0x17f9
Base: F♯3 33 184.997Hz, to D4, 6502.01Hz 0x1966
Base: F♯3 33 184.997Hz, to D♯4, 6888.63Hz 0x1ae9
Base: F♯3 33 184.997Hz, to E4, 7298.26Hz 0x1c82
Base: F♯3 33 184.997Hz, to F4, 7732.22Hz 0x1e34
Base: F♯3 33 184.997Hz, to F♯4, 8192Hz 0x2000
Base: F♯3 33 184.997Hz, to G4, 8679.12Hz 0x21e7
Base: F♯3 33 184.997Hz, to G♯4, 9195.23Hz 0x23eb
Base: F♯3 33 184.997Hz, to A4, 9742Hz 0x260e
Base: F♯3 33 184.997Hz, to A♯4, 10321.3Hz 0x2851
Base: F♯3 33 184.997Hz, to B4, 10935Hz 0x2ab7
Base: F♯3 33 184.997Hz, to C5, 11585.2Hz 0x2d41
Base: F♯3 33 184.997Hz, to C♯5, 12274.1Hz 0x2ff2
Base: F♯3 33 184.997Hz, to D5, 13004Hz 0x32cc
Base: F♯3 33 184.997Hz, to D♯5, 13777.3Hz 0x35d1
Base: F♯3 33 184.997Hz, to E5, 14596.5Hz 0x3904
Base: F♯3 33 184.997Hz, to F5, 15464.4Hz 0x3c68
Base: F♯3 33 184.997Hz, to F♯5, 16384Hz 0x3fff
Base: G3 34 195.998Hz, to A0, 574.7Hz 0x23f
Base: G3 34 195.998Hz, to A♯0, 608.872Hz 0x261
Base: G3 34 195.998Hz, to B0, 645.079Hz 0x285
Base: G3 34 195.998Hz, to C1, 683.437Hz 0x2ab
Base: G3 34 195.998Hz, to C♯1, 724.076Hz 0x2d4
Base: G3 34 195.998Hz, to D1, 767.132Hz 0x2ff
Base: G3 34 195.998Hz, to D♯1, 812.749Hz 0x32d
Base: G3 34 195.998Hz, to E1, 861.076Hz 0x35d
Base: G3 34 195.998Hz, to F1, 912.278Hz 0x390
Base: G3 34 195.998Hz, to F♯1, 966.526Hz 0x3c7
Base: G3 34 195.998Hz, to G1, 1024Hz 0x400
Base: G3 34 195.998Hz, to G♯1, 1084.89Hz 0x43d
Base: G3 34 195.998Hz, to A1, 1149.4Hz 0x47d
Base: G3 34 195.998Hz, to A♯1, 1217.75Hz 0x4c2
Base: G3 34 195.998Hz, to B1, 1290.16Hz 0x50a
Base: G3 34 195.998Hz, to C2, 1366.87Hz 0x557
Base: G3 34 195.998Hz, to C♯2, 1448.15Hz 0x5a8
Base: G3 34 195.998Hz, to D2, 1534.26Hz 0x5fe
Base: G3 34 195.998Hz, to D♯2, 1625.5Hz 0x659
Base: G3 34 195.998Hz, to E2, 1722.15Hz 0x6ba
Base: G3 34 195.998Hz, to F2, 1824.56Hz 0x721
Base: G3 34 195.998Hz, to F♯2, 1933.05Hz 0x78d
Base: G3 34 195.998Hz, to G2, 2048Hz 0x800
Base: G3 34 195.998Hz, to G♯2, 2169.77Hz 0x87a
Base: G3 34 195.998Hz, to A2, 2298.8Hz 0x8fb
Base: G3 34 195.998Hz, to A♯2, 2435.49Hz 0x983
Base: G3 34 195.998Hz, to B2, 2580.32Hz 0xa14
Base: G3 34 195.998Hz, to C3, 2733.75Hz 0xaae
Base: G3 34 195.998Hz, to C♯3, 2896.3Hz 0xb50
Base: G3 34 195.998Hz, to D3, 3068.52Hz 0xbfd
Base: G3 34 195.998Hz, to D♯3, 3250.98Hz 0xcb3
Base: G3 34 195.998Hz, to E3, 3444.31Hz 0xd74
Base: G3 34 195.998Hz, to F3, 3649.11Hz 0xe41
Base: G3 34 195.998Hz, to F♯3, 3866.1Hz 0xf1a
Base: G3 34 195.998Hz, to G3, 4096Hz 0x1000
Base: G3 34 195.998Hz, to G♯3, 4339.55Hz 0x10f4
Base: G3 34 195.998Hz, to A3, 4597.6Hz 0x11f6
Base: G3 34 195.998Hz, to A♯3, 4870.99Hz 0x1307
Base: G3 34 195.998Hz, to B3, 5160.64Hz 0x1429
Base: G3 34 195.998Hz, to C4, 5467.51Hz 0x155c
Base: G3 34 195.998Hz, to C♯4, 5792.62Hz 0x16a1
Base: G3 34 195.998Hz, to D4, 6137.06Hz 0x17f9
Base: G3 34 195.998Hz, to D♯4, 6501.99Hz 0x1966
Base: G3 34 195.998Hz, to E4, 6888.62Hz 0x1ae9
Base: G3 34 195.998Hz, to F4, 7298.23Hz 0x1c82
Base: G3 34 195.998Hz, to F♯4, 7732.2Hz 0x1e34
Base: G3 34 195.998Hz, to G4, 8191.98Hz 0x2000
Base: G3 34 195.998Hz, to G♯4, 8679.12Hz 0x21e7
Base: G3 34 195.998Hz, to A4, 9195.2Hz 0x23eb
Base: G3 34 195.998Hz, to A♯4, 9741.98Hz 0x260e
Base: G3 34 195.998Hz, to B4, 10321.3Hz 0x2851
Base: G3 34 195.998Hz, to C5, 10935Hz 0x2ab7
Base: G3 34 195.998Hz, to C♯5, 11585.2Hz 0x2d41
Base: G3 34 195.998Hz, to D5, 12274.1Hz 0x2ff2
Base: G3 34 195.998Hz, to D♯5, 13004Hz 0x32cc
Base: G3 34 195.998Hz, to E5, 13777.2Hz 0x35d1
Base: G3 34 195.998Hz, to F5, 14596.5Hz 0x3904
Base: G3 34 195.998Hz, to F♯5, 15464.4Hz 0x3c68
Base: G3 34 195.998Hz, to G5, 16384Hz 0x3fff
Base: G♯3 35 207.652Hz, to A0, 542.446Hz 0x21e
Base: G♯3 35 207.652Hz, to A♯0, 574.701Hz 0x23f
Base: G♯3 35 207.652Hz, to B0, 608.875Hz 0x261
Base: G♯3 35 207.652Hz, to C1, 645.081Hz 0x285
Base: G♯3 35 207.652Hz, to C♯1, 683.439Hz 0x2ab
Base: G♯3 35 207.652Hz, to D1, 724.079Hz 0x2d4
Base: G♯3 35 207.652Hz, to D♯1, 767.135Hz 0x2ff
Base: G♯3 35 207.652Hz, to E1, 812.75Hz 0x32d
Base: G♯3 35 207.652Hz, to F1, 861.079Hz 0x35d
Base: G♯3 35 207.652Hz, to F♯1, 912.282Hz 0x390
Base: G♯3 35 207.652Hz, to G1, 966.528Hz 0x3c7
Base: G♯3 35 207.652Hz, to G♯1, 1024Hz 0x400
Base: G♯3 35 207.652Hz, to A1, 1084.89Hz 0x43d
Base: G♯3 35 207.652Hz, to A♯1, 1149.4Hz 0x47d
Base: G♯3 35 207.652Hz, to B1, 1217.75Hz 0x4c2
Base: G♯3 35 207.652Hz, to C2, 1290.16Hz 0x50a
Base: G♯3 35 207.652Hz, to C♯2, 1366.88Hz 0x557
Base: G♯3 35 207.652Hz, to D2, 1448.16Hz 0x5a8
Base: G♯3 35 207.652Hz, to D♯2, 1534.27Hz 0x5fe
Base: G♯3 35 207.652Hz, to E2, 1625.5Hz 0x65a
Base: G♯3 35 207.652Hz, to F2, 1722.16Hz 0x6ba
Base: G♯3 35 207.652Hz, to F♯2, 1824.56Hz 0x721
Base: G♯3 35 207.652Hz, to G2, 1933.06Hz 0x78d
Base: G♯3 35 207.652Hz, to G♯2, 2048Hz 0x800
Base: G♯3 35 207.652Hz, to A2, 2169.78Hz 0x87a
Base: G♯3 35 207.652Hz, to A♯2, 2298.81Hz 0x8fb
Base: G♯3 35 207.652Hz, to B2, 2435.5Hz 0x984
Base: G♯3 35 207.652Hz, to C3, 2580.33Hz 0xa14
Base: G♯3 35 207.652Hz, to C♯3, 2733.75Hz 0xaae
Base: G♯3 35 207.652Hz, to D3, 2896.31Hz 0xb50
Base: G♯3 35 207.652Hz, to D♯3, 3068.53Hz 0xbfd
Base: G♯3 35 207.652Hz, to E3, 3251.01Hz 0xcb3
Base: G♯3 35 207.652Hz, to F3, 3444.32Hz 0xd74
Base: G♯3 35 207.652Hz, to F♯3, 3649.12Hz 0xe41
Base: G♯3 35 207.652Hz, to G3, 3866.12Hz 0xf1a
Base: G♯3 35 207.652Hz, to G♯3, 4096Hz 0x1000
Base: G♯3 35 207.652Hz, to A3, 4339.57Hz 0x10f4
Base: G♯3 35 207.652Hz, to A♯3, 4597.61Hz 0x11f6
Base: G♯3 35 207.652Hz, to B3, 4871.01Hz 0x1307
Base: G♯3 35 207.652Hz, to C4, 5160.65Hz 0x1429
Base: G♯3 35 207.652Hz, to C♯4, 5467.52Hz 0x155c
Base: G♯3 35 207.652Hz, to D4, 5792.63Hz 0x16a1
Base: G♯3 35 207.652Hz, to D♯4, 6137.08Hz 0x17f9
Base: G♯3 35 207.652Hz, to E4, 6502.01Hz 0x1966
Base: G♯3 35 207.652Hz, to F4, 6888.63Hz 0x1ae9
Base: G♯3 35 207.652Hz, to F♯4, 7298.25Hz 0x1c82
Base: G♯3 35 207.652Hz, to G4, 7732.22Hz 0x1e34
Base: G♯3 35 207.652Hz, to G♯4, 8192.02Hz 0x2000
Base: G♯3 35 207.652Hz, to A4, 8679.14Hz 0x21e7
Base: G♯3 35 207.652Hz, to A♯4, 9195.23Hz 0x23eb
Base: G♯3 35 207.652Hz, to B4, 9742Hz 0x260e
Base: G♯3 35 207.652Hz, to C5, 10321.3Hz 0x2851
Base: G♯3 35 207.652Hz, to C♯5, 10935Hz 0x2ab7
Base: G♯3 35 207.652Hz, to D5, 11585.3Hz 0x2d41
Base: G♯3 35 207.652Hz, to D♯5, 12274.2Hz 0x2ff2
Base: G♯3 35 207.652Hz, to E5, 13004Hz 0x32cc
Base: G♯3 35 207.652Hz, to F5, 13777.3Hz 0x35d1
Base: G♯3 35 207.652Hz, to F♯5, 14596.5Hz 0x3905
Base: G♯3 35 207.652Hz, to G5, 15464.5Hz 0x3c68
Base: G♯3 35 207.652Hz, to G♯5, 16384Hz 0x3fff
Base: A3 36 220Hz, to A0, 512Hz 0x200
Base: A3 36 220Hz, to A♯0, 542.444Hz 0x21e
Base: A3 36 220Hz, to B0, 574.7Hz 0x23f
Base: A3 36 220Hz, to C1, 608.874Hz 0x261
Base: A3 36 220Hz, to C♯1, 645.079Hz 0x285
Base: A3 36 220Hz, to D1, 683.438Hz 0x2ab
Base: A3 36 220Hz, to D♯1, 724.078Hz 0x2d4
Base: A3 36 220Hz, to E1, 767.132Hz 0x2ff
Base: A3 36 220Hz, to F1, 812.749Hz 0x32d
Base: A3 36 220Hz, to F♯1, 861.078Hz 0x35d
Base: A3 36 220Hz, to G1, 912.28Hz 0x390
Base: A3 36 220Hz, to G♯1, 966.528Hz 0x3c7
Base: A3 36 220Hz, to A1, 1024Hz 0x400
Base: A3 36 220Hz, to A♯1, 1084.89Hz 0x43d
Base: A3 36 220Hz, to B1, 1149.4Hz 0x47d
Base: A3 36 220Hz, to C2, 1217.75Hz 0x4c2
Base: A3 36 220Hz, to C♯2, 1290.16Hz 0x50a
Base: A3 36 220Hz, to D2, 1366.88Hz 0x557
Base: A3 36 220Hz, to D♯2, 1448.15Hz 0x5a8
Base: A3 36 220Hz, to E2, 1534.27Hz 0x5fe
Base: A3 36 220Hz, to F2, 1625.5Hz 0x659
Base: A3 36 220Hz, to F♯2, 1722.16Hz 0x6ba
Base: A3 36 220Hz, to G2, 1824.56Hz 0x721
Base: A3 36 220Hz, to G♯2, 1933.05Hz 0x78d
Base: A3 36 220Hz, to A2, 2048Hz 0x800
Base: A3 36 220Hz, to A♯2, 2169.78Hz 0x87a
Base: A3 36 220Hz, to B2, 2298.81Hz 0x8fb
Base: A3 36 220Hz, to C3, 2435.5Hz 0x984
Base: A3 36 220Hz, to C♯3, 2580.31Hz 0xa14
Base: A3 36 220Hz, to D3, 2733.74Hz 0xaae
Base: A3 36 220Hz, to D♯3, 2896.3Hz 0xb50
Base: A3 36 220Hz, to E3, 3068.54Hz 0xbfd
Base: A3 36 220Hz, to F3, 3251Hz 0xcb3
Base: A3 36 220Hz, to F♯3, 3444.31Hz 0xd74
Base: A3 36 220Hz, to G3, 3649.13Hz 0xe41
Base: A3 36 220Hz, to G♯3, 3866.1Hz 0xf1a
Base: A3 36 220Hz, to A3, 4096Hz 0x1000
Base: A3 36 220Hz, to A♯3, 4339.56Hz 0x10f4
Base: A3 36 220Hz, to B3, 4597.61Hz 0x11f6
Base: A3 36 220Hz, to C4, 4871Hz 0x1307
Base: A3 36 220Hz, to C♯4, 5160.64Hz 0x1429
Base: A3 36 220Hz, to D4, 5467.51Hz 0x155c
Base: A3 36 220Hz, to D♯4, 5792.62Hz 0x16a1
Base: A3 36 220Hz, to E4, 6137.07Hz 0x17f9
Base: A3 36 220Hz, to F4, 6501.99Hz 0x1966
Base: A3 36 220Hz, to F♯4, 6888.62Hz 0x1ae9
Base: A3 36 220Hz, to G4, 7298.23Hz 0x1c82
Base: A3 36 220Hz, to G♯4, 7732.22Hz 0x1e34
Base: A3 36 220Hz, to A4, 8192Hz 0x2000
Base: A3 36 220Hz, to A♯4, 8679.13Hz 0x21e7
Base: A3 36 220Hz, to B4, 9195.2Hz 0x23eb
Base: A3 36 220Hz, to C5, 9741.98Hz 0x260e
Base: A3 36 220Hz, to C♯5, 10321.3Hz 0x2851
Base: A3 36 220Hz, to D5, 10935Hz 0x2ab7
Base: A3 36 220Hz, to D♯5, 11585.2Hz 0x2d41
Base: A3 36 220Hz, to E5, 12274.1Hz 0x2ff2
Base: A3 36 220Hz, to F5, 13004Hz 0x32cc
Base: A3 36 220Hz, to F♯5, 13777.2Hz 0x35d1
Base: A3 36 220Hz, to G5, 14596.5Hz 0x3904
Base: A3 36 220Hz, to G♯5, 15464.4Hz 0x3c68
Base: A3 36 220Hz, to A5, 16384Hz 0x3fff
Base: A♯3 37 233.082Hz, to A0, 483.263Hz 0x1e3
Base: A♯3 37 233.082Hz, to A♯0, 511.999Hz 0x200
Base: A♯3 37 233.082Hz, to B0, 542.445Hz 0x21e
Base: A♯3 37 233.082Hz, to C1, 574.7Hz 0x23f
Base: A♯3 37 233.082Hz, to C♯1, 608.873Hz 0x261
Base: A♯3 37 233.082Hz, to D1, 645.079Hz 0x285
Base: A♯3 37 233.082Hz, to D♯1, 683.438Hz 0x2ab
Base: A♯3 37 233.082Hz, to E1, 724.076Hz 0x2d4
Base: A♯3 37 233.082Hz, to F1, 767.132Hz 0x2ff
Base: A♯3 37 233.082Hz, to F♯1, 812.749Hz 0x32d
Base: A♯3 37 233.082Hz, to G1, 861.077Hz 0x35d
Base: A♯3 37 233.082Hz, to G♯1, 912.28Hz 0x390
Base: A♯3 37 233.082Hz, to A1, 966.527Hz 0x3c7
Base: A♯3 37 233.082Hz, to A♯1, 1024Hz 0x400
Base: A♯3 37 233.082Hz, to B1, 1084.89Hz 0x43d
Base: A♯3 37 233.082Hz, to C2, 1149.4Hz 0x47d
Base: A♯3 37 233.082Hz, to C♯2, 1217.75Hz 0x4c2
Base: A♯3 37 233.082Hz, to D2, 1290.16Hz 0x50a
Base: A♯3 37 233.082Hz, to D♯2, 1366.87Hz 0x557
Base: A♯3 37 233.082Hz, to E2, 1448.15Hz 0x5a8
Base: A♯3 37 233.082Hz, to F2, 1534.27Hz 0x5fe
Base: A♯3 37 233.082Hz, to F♯2, 1625.5Hz 0x659
Base: A♯3 37 233.082Hz, to G2, 1722.16Hz 0x6ba
Base: A♯3 37 233.082Hz, to G♯2, 1824.56Hz 0x721
Base: A♯3 37 233.082Hz, to A2, 1933.05Hz 0x78d
Base: A♯3 37 233.082Hz, to A♯2, 2048Hz 0x800
Base: A♯3 37 233.082Hz, to B2, 2169.78Hz 0x87a
Base: A♯3 37 233.082Hz, to C3, 2298.8Hz 0x8fb
Base: A♯3 37 233.082Hz, to C♯3, 2435.49Hz 0x983
Base: A♯3 37 233.082Hz, to D3, 2580.31Hz 0xa14
Base: A♯3 37 233.082Hz, to D♯3, 2733.74Hz 0xaae
Base: A♯3 37 233.082Hz, to E3, 2896.31Hz 0xb50
Base: A♯3 37 233.082Hz, to F3, 3068.53Hz 0xbfd
Base: A♯3 37 233.082Hz, to F♯3, 3250.99Hz 0xcb3
Base: A♯3 37 233.082Hz, to G3, 3444.31Hz 0xd74
Base: A♯3 37 233.082Hz, to G♯3, 3649.11Hz 0xe41
Base: A♯3 37 233.082Hz, to A3, 3866.11Hz 0xf1a
Base: A♯3 37 233.082Hz, to A♯3, 4096Hz 0x1000
Base: A♯3 37 233.082Hz, to B3, 4339.56Hz 0x10f4
Base: A♯3 37 233.082Hz, to C4, 4597.61Hz 0x11f6
Base: A♯3 37 233.082Hz, to C♯4, 4871Hz 0x1307
Base: A♯3 37 233.082Hz, to D4, 5160.64Hz 0x1429
Base: A♯3 37 233.082Hz, to D♯4, 5467.5Hz 0x155c
Base: A♯3 37 233.082Hz, to E4, 5792.62Hz 0x16a1
Base: A♯3 37 233.082Hz, to F4, 6137.06Hz 0x17f9
Base: A♯3 37 233.082Hz, to F♯4, 6501.98Hz 0x1966
Base: A♯3 37 233.082Hz, to G4, 6888.61Hz 0x1ae9
Base: A♯3 37 233.082Hz, to G♯4, 7298.24Hz 0x1c82
Base: A♯3 37 233.082Hz, to A4, 7732.21Hz 0x1e34
Base: A♯3 37 233.082Hz, to A♯4, 8192Hz 0x2000
Base: A♯3 37 233.082Hz, to B4, 8679.11Hz 0x21e7
Base: A♯3 37 233.082Hz, to C5, 9195.2Hz 0x23eb
Base: A♯3 37 233.082Hz, to C♯5, 9741.97Hz 0x260e
Base: A♯3 37 233.082Hz, to D5, 10321.3Hz 0x2851
Base: A♯3 37 233.082Hz, to D♯5, 10935Hz 0x2ab7
Base: A♯3 37 233.082Hz, to E5, 11585.2Hz 0x2d41
Base: A♯3 37 233.082Hz, to F5, 12274.1Hz 0x2ff2
Base: A♯3 37 233.082Hz, to F♯5, 13004Hz 0x32cc
Base: A♯3 37 233.082Hz, to G5, 13777.2Hz 0x35d1
Base: A♯3 37 233.082Hz, to G♯5, 14596.5Hz 0x3904
Base: A♯3 37 233.082Hz, to A5, 15464.4Hz 0x3c68
Base: A♯3 37 233.082Hz, to A♯5, 16384Hz 0x3fff
Base: B3 38 246.942Hz, to A0, 456.139Hz 0x1c8
Base: B3 38 246.942Hz, to A♯0, 483.262Hz 0x1e3
Base: B3 38 246.942Hz, to B0, 511.999Hz 0x200
Base: B3 38 246.942Hz, to C1, 542.444Hz 0x21e
Base: B3 38 246.942Hz, to C♯1, 574.699Hz 0x23f
Base: B3 38 246.942Hz, to D1, 608.873Hz 0x261
Base: B3 38 246.942Hz, to D♯1, 645.079Hz 0x285
Base: B3 38 246.942Hz, to E1, 683.436Hz 0x2ab
Base: B3 38 246.942Hz, to F1, 724.076Hz 0x2d4
Base: B3 38 246.942Hz, to F♯1, 767.132Hz 0x2ff
Base: B3 38 246.942Hz, to G1, 812.748Hz 0x32d
Base: B3 38 246.942Hz, to G♯1, 861.077Hz 0x35d
Base: B3 38 246.942Hz, to A1, 912.279Hz 0x390
Base: B3 38 246.942Hz, to A♯1, 966.526Hz 0x3c7
Base: B3 38 246.942Hz, to B1, 1024Hz 0x400
Base: B3 38 246.942Hz, to C2, 1084.89Hz 0x43d
Base: B3 38 246.942Hz, to C♯2, 1149.4Hz 0x47d
Base: B3 38 246.942Hz, to D2, 1217.75Hz 0x4c2
Base: B3 38 246.942Hz, to D♯2, 1290.16Hz 0x50a
Base: B3 38 246.942Hz, to E2, 1366.87Hz 0x557
Base: B3 38 246.942Hz, to F2, 1448.15Hz 0x5a8
Base: B3 38 246.942Hz, to F♯2, 1534.26Hz 0x5fe
Base: B3 38 246.942Hz, to G2, 1625.5Hz 0x659
Base: B3 38 246.942Hz, to G♯2, 1722.15Hz 0x6ba
Base: B3 38 246.942Hz, to A2, 1824.56Hz 0x721
Base: B3 38 246.942Hz, to A♯2, 1933.05Hz 0x78d
Base: B3 38 246.942Hz, to B2, 2048Hz 0x800
Base: B3 38 246.942Hz, to C3, 2169.78Hz 0x87a
Base: B3 38 246.942Hz, to C♯3, 2298.79Hz 0x8fb
Base: B3 38 246.942Hz, to D3, 2435.49Hz 0x983
Base: B3 38 246.942Hz, to D♯3, 2580.31Hz 0xa14
Base: B3 38 246.942Hz, to E3, 2733.75Hz 0xaae
Base: B3 38 246.942Hz, to F3, 2896.3Hz 0xb50
Base: B3 38 246.942Hz, to F♯3, 3068.52Hz 0xbfd
Base: B3 38 246.942Hz, to G3, 3251Hz 0xcb3
Base: B3 38 246.942Hz, to G♯3, 3444.3Hz 0xd74
Base: B3 38 246.942Hz, to A3, 3649.12Hz 0xe41
Base: B3 38 246.942Hz, to A♯3, 3866.11Hz 0xf1a
Base: B3 38 246.942Hz, to B3, 4096Hz 0x1000
Base: B3 38 246.942Hz, to C4, 4339.56Hz 0x10f4
Base: B3 38 246.942Hz, to C♯4, 4597.6Hz 0x11f6
Base: B3 38 246.942Hz, to D4, 4870.99Hz 0x1307
Base: B3 38 246.942Hz, to D♯4, 5160.63Hz 0x1429
Base: B3 38 246.942Hz, to E4, 5467.5Hz 0x155c
Base: B3 38 246.942Hz, to F4, 5792.61Hz 0x16a1
Base: B3 38 246.942Hz, to F♯4, 6137.05Hz 0x17f9
Base: B3 38 246.942Hz, to G4, 6501.98Hz 0x1966
Base: B3 38 246.942Hz, to G♯4, 6888.62Hz 0x1ae9
Base: B3 38 246.942Hz, to A4, 7298.23Hz 0x1c82
Base: B3 38 246.942Hz, to A♯4, 7732.21Hz 0x1e34
Base: B3 38 246.942Hz, to B4, 8191.98Hz 0x2000
Base: B3 38 246.942Hz, to C5, 8679.11Hz 0x21e7
Base: B3 38 246.942Hz, to C♯5, 9195.19Hz 0x23eb
Base: B3 38 246.942Hz, to D5, 9741.98Hz 0x260e
Base: B3 38 246.942Hz, to D♯5, 10321.3Hz 0x2851
Base: B3 38 246.942Hz, to E5, 10935Hz 0x2ab7
Base: B3 38 246.942Hz, to F5, 11585.2Hz 0x2d41
Base: B3 38 246.942Hz, to F♯5, 12274.1Hz 0x2ff2
Base: B3 38 246.942Hz, to G5, 13004Hz 0x32cc
Base: B3 38 246.942Hz, to G♯5, 13777.2Hz 0x35d1
Base: B3 38 246.942Hz, to A5, 14596.5Hz 0x3904
Base: B3 38 246.942Hz, to A♯5, 15464.4Hz 0x3c68
Base: B3 38 246.942Hz, to B5, 16384Hz 0x3fff
Base: C4 39 261.626Hz, to A0, 430.538Hz 0x1af
Base: C4 39 261.626Hz, to A♯0, 456.139Hz 0x1c8
Base: C4 39 261.626Hz, to B0, 483.263Hz 0x1e3
Base: C4 39 261.626Hz, to C1, 511.999Hz 0x200
Base: C4 39 261.626Hz, to C♯1, 542.444Hz 0x21e
Base: C4 39 261.626Hz, to D1, 574.7Hz 0x23f
Base: C4 39 261.626Hz, to D♯1, 608.873Hz 0x261
Base: C4 39 261.626Hz, to E1, 645.078Hz 0x285
Base: C4 39 261.626Hz, to F1, 683.436Hz 0x2ab
Base: C4 39 261.626Hz, to F♯1, 724.076Hz 0x2d4
Base: C4 39 261.626Hz, to G1, 767.131Hz 0x2ff
Base: C4 39 261.626Hz, to G♯1, 812.748Hz 0x32d
Base: C4 39 261.626Hz, to A1, 861.076Hz 0x35d
Base: C4 39 261.626Hz, to A♯1, 912.279Hz 0x390
Base: C4 39 261.626Hz, to B1, 966.526Hz 0x3c7
Base: C4 39 261.626Hz, to C2, 1024Hz 0x400
Base: C4 39 261.626Hz, to C♯2, 1084.89Hz 0x43d
Base: C4 39 261.626Hz, to D2, 1149.4Hz 0x47d
Base: C4 39 261.626Hz, to D♯2, 1217.75Hz 0x4c2
Base: C4 39 261.626Hz, to E2, 1290.16Hz 0x50a
Base: C4 39 261.626Hz, to F2, 1366.87Hz 0x557
Base: C4 39 261.626Hz, to F♯2, 1448.15Hz 0x5a8
Base: C4 39 261.626Hz, to G2, 1534.26Hz 0x5fe
Base: C4 39 261.626Hz, to G♯2, 1625.49Hz 0x659
Base: C4 39 261.626Hz, to A2, 1722.15Hz 0x6ba
Base: C4 39 261.626Hz, to A♯2, 1824.56Hz 0x721
Base: C4 39 261.626Hz, to B2, 1933.05Hz 0x78d
Base: C4 39 261.626Hz, to C3, 2048Hz 0x800
Base: C4 39 261.626Hz, to C♯3, 2169.77Hz 0x87a
Base: C4 39 261.626Hz, to D3, 2298.79Hz 0x8fb
Base: C4 39 261.626Hz, to D♯3, 2435.48Hz 0x983
Base: C4 39 261.626Hz, to E3, 2580.32Hz 0xa14
Base: C4 39 261.626Hz, to F3, 2733.75Hz 0xaae
Base: C4 39 261.626Hz, to F♯3, 2896.3Hz 0xb50
Base: C4 39 261.626Hz, to G3, 3068.53Hz 0xbfd
Base: C4 39 261.626Hz, to G♯3, 3250.99Hz 0xcb3
Base: C4 39 261.626Hz, to A3, 3444.31Hz 0xd74
Base: C4 39 261.626Hz, to A♯3, 3649.12Hz 0xe41
Base: C4 39 261.626Hz, to B3, 3866.11Hz 0xf1a
Base: C4 39 261.626Hz, to C4, 4096Hz 0x1000
Base: C4 39 261.626Hz, to C♯4, 4339.56Hz 0x10f4
Base: C4 39 261.626Hz, to D4, 4597.6Hz 0x11f6
Base: C4 39 261.626Hz, to D♯4, 4870.98Hz 0x1307
Base: C4 39 261.626Hz, to E4, 5160.63Hz 0x1429
Base: C4 39 261.626Hz, to F4, 5467.49Hz 0x155b
Base: C4 39 261.626Hz, to F♯4, 5792.6Hz 0x16a1
Base: C4 39 261.626Hz, to G4, 6137.05Hz 0x17f9
Base: C4 39 261.626Hz, to G♯4, 6501.99Hz 0x1966
Base: C4 39 261.626Hz, to A4, 6888.61Hz 0x1ae9
Base: C4 39 261.626Hz, to A♯4, 7298.23Hz 0x1c82
Base: C4 39 261.626Hz, to B4, 7732.2Hz 0x1e34
Base: C4 39 261.626Hz, to C5, 8191.98Hz 0x2000
Base: C4 39 261.626Hz, to C♯5, 8679.1Hz 0x21e7
Base: C4 39 261.626Hz, to D5, 9195.2Hz 0x23eb
Base: C4 39 261.626Hz, to D♯5, 9741.97Hz 0x260e
Base: C4 39 261.626Hz, to E5, 10321.3Hz 0x2851
Base: C4 39 261.626Hz, to F5, 10935Hz 0x2ab7
Base: C4 39 261.626Hz, to F♯5, 11585.2Hz 0x2d41
Base: C4 39 261.626Hz, to G5, 12274.1Hz 0x2ff2
Base: C4 39 261.626Hz, to G♯5, 13004Hz 0x32cc
Base: C4 39 261.626Hz, to A5, 13777.2Hz 0x35d1
